code	name	Component	type	area	date	variable	value	hour	DateTime
GB0729A	Aberdeen	PM10	background	urban	2014-10-18	X14.00.14.59	22.1	14	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-10-19	X14.00.14.59	4.733438	14	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-10-19	X14.00.14.59	0.555103	14	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-10-19	X14.00.14.59	1	14	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-10-20	X14.00.14.59	14.487188	14	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-10-20	X14.00.14.59	0.169734	14	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-10-20	X14.00.14.59	5.6	14	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-10-21	X14.00.14.59	6.12	14	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-10-21	X14.00.14.59	0.005738	14	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-10-21	X14.00.14.59	7.6	14	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-10-22	X14.00.14.59	26.488125	14	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-10-22	X14.00.14.59	0.28305	14	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-10-22	X14.00.14.59	7.3	14	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-10-23	X14.00.14.59	19.268438	14	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-10-23	X14.00.14.59	0.444656	14	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-10-23	X14.00.14.59	3.7	14	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-10-24	X14.00.14.59	20.129063	14	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-10-24	X14.00.14.59	1.051875	14	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-10-24	X14.00.14.59	7.6	14	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-10-25	X14.00.14.59	8.654063	14	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-10-25	X14.00.14.59	-0.050681	14	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-10-25	X14.00.14.59	2.6	14	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-10-26	X14.00.14.59	5.7375	14	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-10-26	X14.00.14.59	0.006694	14	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-10-26	X14.00.14.59	0.1	14	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-10-27	X14.00.14.59	28.49625	14	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-10-27	X14.00.14.59	2.748263	14	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-10-27	X14.00.14.59	NA	14	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-10-28	X14.00.14.59	36.91125	14	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-10-28	X14.00.14.59	4.498678	14	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-10-28	X14.00.14.59	8.7	14	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-10-29	X14.00.14.59	30.6	14	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-10-29	X14.00.14.59	9.056166	14	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-10-29	X14.00.14.59	10.5	14	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-10-30	X14.00.14.59	38.345625	14	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-10-30	X14.00.14.59	3.901978	14	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-10-30	X14.00.14.59	14.4	14	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-10-31	X14.00.14.59	32.608125	14	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-10-31	X14.00.14.59	7.909622	14	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-10-31	X14.00.14.59	30.3	14	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-11-01	X14.00.14.59	18.120938	14	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-11-01	X14.00.14.59	1.376044	14	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-11-01	X14.00.14.59	11.2	14	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-11-02	X14.00.14.59	8.7975	14	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-11-02	X14.00.14.59	0.3366	14	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-11-02	X14.00.14.59	3.6	14	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-11-03	X14.00.14.59	27.061875	14	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-11-03	X14.00.14.59	1.322972	14	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-11-03	X14.00.14.59	4.5	14	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-11-04	X14.00.14.59	14.535	14	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-11-04	X14.00.14.59	2.201288	14	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-11-04	X14.00.14.59	5.9	14	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-11-05	X14.00.14.59	17.499375	14	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-11-05	X14.00.14.59	2.198897	14	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-11-05	X14.00.14.59	14.3	14	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-11-06	X14.00.14.59	37.67625	14	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-11-06	X14.00.14.59	3.515653	14	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-11-06	X14.00.14.59	27	14	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-11-07	X14.00.14.59	49.725	14	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-11-07	X14.00.14.59	0.113794	14	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-11-07	X14.00.14.59	9.4	14	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-11-08	X14.00.14.59	27.874688	14	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-11-08	X14.00.14.59	1.757588	14	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-11-08	X14.00.14.59	10.9	14	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-11-09	X14.00.14.59	36.72	14	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-11-09	X14.00.14.59	0.276834	14	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-11-09	X14.00.14.59	8.7	14	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-11-10	X14.00.14.59	44.609063	14	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-11-10	X14.00.14.59	15.605522	14	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-11-10	X14.00.14.59	14.9	14	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-11-11	X14.00.14.59	40.831875	14	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-11-11	X14.00.14.59	5.548641	14	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-11-11	X14.00.14.59	24.8	14	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-11-12	X14.00.14.59	17.499375	14	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-11-12	X14.00.14.59	1.707863	14	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-11-12	X14.00.14.59	37.6	14	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-11-13	X14.00.14.59	33.946875	14	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-11-13	X14.00.14.59	2.967244	14	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-11-13	X14.00.14.59	25.7	14	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-11-14	X14.00.14.59	11.953125	14	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-11-14	X14.00.14.59	2.093231	14	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-11-14	X14.00.14.59	50.2	14	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-11-15	X14.00.14.59	34.0425	14	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-11-15	X14.00.14.59	2.091797	14	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-11-15	X14.00.14.59	19	14	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-11-16	X14.00.14.59	NA	14	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-11-16	X14.00.14.59	12.750638	14	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-11-16	X14.00.14.59	NA	14	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-11-17	X14.00.14.59	NA	14	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-11-17	X14.00.14.59	14.011453	14	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-11-17	X14.00.14.59	NA	14	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-11-18	X14.00.14.59	NA	14	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-11-18	X14.00.14.59	17.972241	14	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-11-18	X14.00.14.59	35.4	14	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-11-19	X14.00.14.59	135.7875	14	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-11-19	X14.00.14.59	19.803459	14	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-11-19	X14.00.14.59	26.4	14	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-11-20	X14.00.14.59	70.858125	14	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-11-20	X14.00.14.59	21.611728	14	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-11-20	X14.00.14.59	11.4	14	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-11-21	X14.00.14.59	65.025	14	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-11-21	X14.00.14.59	36.014766	14	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-11-21	X14.00.14.59	15.8	14	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-11-22	X14.00.14.59	73.774688	14	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-11-22	X14.00.14.59	2.914172	14	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-11-22	X14.00.14.59	24.5	14	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-11-23	X14.00.14.59	34.185938	14	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-11-23	X14.00.14.59	1.319625	14	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-11-23	X14.00.14.59	5.8	14	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-11-24	X14.00.14.59	81.615938	14	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-11-24	X14.00.14.59	2.63925	14	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-11-24	X14.00.14.59	7.7	14	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-11-25	X14.00.14.59	88.596563	14	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-11-25	X14.00.14.59	13.973681	14	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-11-25	X14.00.14.59	16.3	14	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-11-26	X14.00.14.59	NA	14	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-11-26	X14.00.14.59	25.291378	14	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-11-26	X14.00.14.59	NA	14	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-11-27	X14.00.14.59	20.702813	14	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-11-27	X14.00.14.59	21.179025	14	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-11-27	X14.00.14.59	17.6	14	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-11-28	X14.00.14.59	18.120938	14	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-11-28	X14.00.14.59	29.949272	14	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-11-28	X14.00.14.59	32.6	14	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-11-29	X14.00.14.59	25.866563	14	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-11-29	X14.00.14.59	30.635381	14	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-11-29	X14.00.14.59	41.5	14	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-11-30	X14.00.14.59	15.347813	14	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-11-30	X14.00.14.59	2.530716	14	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-11-30	X14.00.14.59	0.8	14	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-12-01	X14.00.14.59	NA	14	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-12-01	X14.00.14.59	15.704494	14	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-12-01	X14.00.14.59	NA	14	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-12-02	X14.00.14.59	35.19	14	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-12-02	X14.00.14.59	3.462581	14	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-12-02	X14.00.14.59	9.3	14	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-12-03	X14.00.14.59	57.327188	14	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-12-03	X14.00.14.59	11.783869	14	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-12-03	X14.00.14.59	13.2	14	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-12-04	X14.00.14.59	69.280313	14	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-12-04	X14.00.14.59	30.590438	14	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-12-04	X14.00.14.59	10.7	14	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-12-05	X14.00.14.59	26.822813	14	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-12-05	X14.00.14.59	2.216588	14	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-12-05	X14.00.14.59	10.3	14	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-12-06	X14.00.14.59	30.695625	14	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-12-06	X14.00.14.59	1.503225	14	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-12-06	X14.00.14.59	6.9	14	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-12-07	X14.00.14.59	16.83	14	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-12-07	X14.00.14.59	1.047094	14	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-12-07	X14.00.14.59	2.1	14	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-12-08	X14.00.14.59	24.336563	14	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-12-08	X14.00.14.59	2.257706	14	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-12-08	X14.00.14.59	12.9	14	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-12-09	X14.00.14.59	17.2125	14	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-12-09	X14.00.14.59	1.861819	14	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-12-09	X14.00.14.59	-0.7	14	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-12-10	X14.00.14.59	27.253125	14	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-12-10	X14.00.14.59	0.341381	14	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-12-10	X14.00.14.59	NA	14	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-12-11	X14.00.14.59	25.101563	14	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-12-11	X14.00.14.59	0.39015	14	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-12-11	X14.00.14.59	NA	14	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-12-12	X14.00.14.59	21.276563	14	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-12-12	X14.00.14.59	0.89505	14	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-12-12	X14.00.14.59	NA	14	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-12-13	X14.00.14.59	51.159375	14	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-12-13	X14.00.14.59	1.197225	14	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-12-13	X14.00.14.59	7.4	14	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-12-14	X14.00.14.59	9.084375	14	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-12-14	X14.00.14.59	0.341381	14	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-12-14	X14.00.14.59	16.6	14	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-12-15	X14.00.14.59	43.700625	14	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-12-15	X14.00.14.59	1.251731	14	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-12-15	X14.00.14.59	28.8	14	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-12-16	X14.00.14.59	39.20625	14	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-12-16	X14.00.14.59	1.809225	14	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-12-16	X14.00.14.59	15	14	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-12-17	X14.00.14.59	62.060625	14	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-12-17	X14.00.14.59	1.401863	14	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-12-17	X14.00.14.59	7	14	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-12-18	X14.00.14.59	60.62625	14	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-12-18	X14.00.14.59	-0.071719	14	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-12-18	X14.00.14.59	9.1	14	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-12-19	X14.00.14.59	30.6	14	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-12-19	X14.00.14.59	0.437006	14	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-12-19	X14.00.14.59	4.9	14	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-12-20	X14.00.14.59	9.992813	14	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-12-20	X14.00.14.59	0.491513	14	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-12-20	X14.00.14.59	6.1	14	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-12-21	X14.00.14.59	19.842188	14	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-12-21	X14.00.14.59	0.185513	14	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-12-21	X14.00.14.59	1.3	14	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-12-22	X14.00.14.59	31.55625	14	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-12-22	X14.00.14.59	-0.210375	14	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-12-22	X14.00.14.59	NA	14	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-12-23	X14.00.14.59	63.68625	14	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-12-23	X14.00.14.59	0.031556	14	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-12-23	X14.00.14.59	14.9	14	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-12-24	X14.00.14.59	18.216563	14	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-12-24	X14.00.14.59	0.134831	14	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-12-24	X14.00.14.59	4	14	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-12-25	X14.00.14.59	14.104688	14	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-12-25	X14.00.14.59	-0.065981	14	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-12-25	X14.00.14.59	14	14	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-12-26	X14.00.14.59	61.152188	14	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-12-26	X14.00.14.59	1.910588	14	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-12-26	X14.00.14.59	17.4	14	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-12-27	X14.00.14.59	13.291875	14	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-12-27	X14.00.14.59	0.341381	14	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-12-27	X14.00.14.59	8.2	14	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-12-28	X14.00.14.59	14.72625	14	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-12-28	X14.00.14.59	6.797025	14	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-12-28	X14.00.14.59	0.1	14	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-12-29	X14.00.14.59	70.140938	14	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-12-29	X14.00.14.59	3.257944	14	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-12-29	X14.00.14.59	7.1	14	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-12-30	X14.00.14.59	93.33	14	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-12-30	X14.00.14.59	1.000238	14	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-12-30	X14.00.14.59	29.2	14	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-12-31	X14.00.14.59	28.735313	14	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-12-31	X14.00.14.59	1.861819	14	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-12-31	X14.00.14.59	19.4	14	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2015-01-01	X14.00.14.59	26.775	14	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2015-01-01	X14.00.14.59	3.4425	14	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2015-01-01	X14.00.14.59	2	14	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2015-01-02	X14.00.14.59	6.31125	14	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2015-01-02	X14.00.14.59	3.825	14	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2015-01-02	X14.00.14.59	2.3	14	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2015-01-03	X14.00.14.59	9.18	14	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2015-01-03	X14.00.14.59	11.8575	14	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2015-01-03	X14.00.14.59	10.6	14	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2015-01-04	X14.00.14.59	53.9325	14	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2015-01-04	X14.00.14.59	5.54625	14	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2015-01-04	X14.00.14.59	10.8	14	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2015-01-05	X14.00.14.59	42.26625	14	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2015-01-05	X14.00.14.59	5.16375	14	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2015-01-05	X14.00.14.59	17.5	14	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2015-01-06	X14.00.14.59	33.85125	14	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2015-01-06	X14.00.14.59	3.825	14	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2015-01-06	X14.00.14.59	5.1	14	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2015-01-07	X14.00.14.59	39.58875	14	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2015-01-07	X14.00.14.59	4.01625	14	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2015-01-07	X14.00.14.59	8	14	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2015-01-08	X14.00.14.59	37.67625	14	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2015-01-08	X14.00.14.59	3.825	14	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2015-01-08	X14.00.14.59	7.6	14	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2015-01-09	X14.00.14.59	54.315	14	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2015-01-09	X14.00.14.59	3.25125	14	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2015-01-09	X14.00.14.59	20.8	14	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2015-01-10	X14.00.14.59	10.90125	14	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2015-01-10	X14.00.14.59	3.4425	14	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2015-01-10	X14.00.14.59	0	14	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2015-01-11	X14.00.14.59	28.49625	14	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2015-01-11	X14.00.14.59	2.86875	14	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2015-01-11	X14.00.14.59	5.8	14	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2015-01-12	X14.00.14.59	21.99375	14	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2015-01-12	X14.00.14.59	3.4425	14	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2015-01-12	X14.00.14.59	6.5	14	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2015-01-13	X14.00.14.59	26.20125	14	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2015-01-13	X14.00.14.59	3.63375	14	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2015-01-13	X14.00.14.59	4	14	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2015-01-14	X14.00.14.59	21.0375	14	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2015-01-14	X14.00.14.59	5.16375	14	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2015-01-14	X14.00.14.59	3.2	14	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2015-01-15	X14.00.14.59	13.77	14	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2015-01-15	X14.00.14.59	2.86875	14	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2015-01-15	X14.00.14.59	17.9	14	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2015-01-16	X14.00.14.59	22.5675	14	2014-07-01
