code	name	Component	type	area	date	variable	value	hour	DateTime
GB0729A	Aberdeen	NO2	background	urban	2014-10-24	X06.00.06.59	39.540938	6	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-10-24	X06.00.06.59	0.119053	6	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-10-24	X06.00.06.59	5.1	6	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-10-25	X06.00.06.59	7.84125	6	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-10-25	X06.00.06.59	0.171647	6	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-10-25	X06.00.06.59	8.7	6	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-10-26	X06.00.06.59	-0.525938	6	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-10-26	X06.00.06.59	-0.269663	6	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-10-26	X06.00.06.59	6.1	6	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-10-27	X06.00.06.59	31.030313	6	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-10-27	X06.00.06.59	1.264163	6	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-10-27	X06.00.06.59	3.3	6	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-10-28	X06.00.06.59	14.678438	6	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-10-28	X06.00.06.59	5.042784	6	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-10-28	X06.00.06.59	17.2	6	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-10-29	X06.00.06.59	55.223438	6	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-10-29	X06.00.06.59	2.142478	6	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-10-29	X06.00.06.59	2.4	6	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-10-30	X06.00.06.59	26.918438	6	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-10-30	X06.00.06.59	9.759009	6	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-10-30	X06.00.06.59	20	6	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-10-31	X06.00.06.59	22.902188	6	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-10-31	X06.00.06.59	3.070997	6	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-10-31	X06.00.06.59	18.4	6	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-11-01	X06.00.06.59	5.16375	6	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-11-01	X06.00.06.59	0.335166	6	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-11-01	X06.00.06.59	4.3	6	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-11-02	X06.00.06.59	9.514688	6	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-11-02	X06.00.06.59	0.001913	6	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-11-02	X06.00.06.59	3.5	6	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-11-03	X06.00.06.59	100.725	6	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-11-03	X06.00.06.59	-0.105188	6	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-11-03	X06.00.06.59	28	6	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-11-04	X06.00.06.59	30.40875	6	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-11-04	X06.00.06.59	0.223763	6	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-11-04	X06.00.06.59	6.7	6	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-11-05	X06.00.06.59	14.869688	6	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-11-05	X06.00.06.59	4.332291	6	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-11-05	X06.00.06.59	8.8	6	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-11-06	X06.00.06.59	30.552188	6	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-11-06	X06.00.06.59	11.961731	6	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-11-06	X06.00.06.59	9.7	6	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-11-07	X06.00.06.59	17.690625	6	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-11-07	X06.00.06.59	0.278269	6	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-11-07	X06.00.06.59	27	6	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-11-08	X06.00.06.59	17.78625	6	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-11-08	X06.00.06.59	0.827634	6	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-11-08	X06.00.06.59	4.6	6	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-11-09	X06.00.06.59	11.761875	6	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-11-09	X06.00.06.59	0.441309	6	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-11-09	X06.00.06.59	9.3	6	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-11-10	X06.00.06.59	46.521563	6	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-11-10	X06.00.06.59	0.277791	6	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-11-10	X06.00.06.59	9.9	6	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-11-11	X06.00.06.59	20.84625	6	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-11-11	X06.00.06.59	1.374131	6	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-11-11	X06.00.06.59	24.6	6	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-11-12	X06.00.06.59	12.670313	6	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-11-12	X06.00.06.59	0.882141	6	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-11-12	X06.00.06.59	38.2	6	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-11-13	X06.00.06.59	28.87875	6	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-11-13	X06.00.06.59	1.594547	6	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-11-13	X06.00.06.59	19.7	6	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-11-14	X06.00.06.59	14.009063	6	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-11-14	X06.00.06.59	2.584266	6	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-11-14	X06.00.06.59	42.6	6	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-11-15	X06.00.06.59	33.373125	6	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-11-15	X06.00.06.59	4.177378	6	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-11-15	X06.00.06.59	16	6	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-11-16	X06.00.06.59	NA	6	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-11-16	X06.00.06.59	9.505603	6	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-11-16	X06.00.06.59	NA	6	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-11-17	X06.00.06.59	NA	6	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-11-17	X06.00.06.59	2.253881	6	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-11-17	X06.00.06.59	NA	6	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-11-18	X06.00.06.59	NA	6	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-11-18	X06.00.06.59	5.989472	6	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-11-18	X06.00.06.59	NA	6	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-11-19	X06.00.06.59	NA	6	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-11-19	X06.00.06.59	9.01935	6	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-11-19	X06.00.06.59	19.2	6	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-11-20	X06.00.06.59	53.74125	6	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-11-20	X06.00.06.59	41.462044	6	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-11-20	X06.00.06.59	16.4	6	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-11-21	X06.00.06.59	23.858438	6	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-11-21	X06.00.06.59	29.526609	6	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-11-21	X06.00.06.59	8.4	6	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-11-22	X06.00.06.59	39.254063	6	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-11-22	X06.00.06.59	9.951694	6	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-11-22	X06.00.06.59	20.5	6	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-11-23	X06.00.06.59	28.783125	6	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-11-23	X06.00.06.59	0.769781	6	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-11-23	X06.00.06.59	8	6	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-11-24	X06.00.06.59	32.177813	6	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-11-24	X06.00.06.59	0.328472	6	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-11-24	X06.00.06.59	9	6	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-11-25	X06.00.06.59	97.967813	6	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-11-25	X06.00.06.59	0.053072	6	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-11-25	X06.00.06.59	0.5	6	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-11-26	X06.00.06.59	161.701875	6	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-11-26	X06.00.06.59	44.845734	6	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-11-26	X06.00.06.59	13.5	6	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-11-27	X06.00.06.59	59.335313	6	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-11-27	X06.00.06.59	32.597128	6	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-11-27	X06.00.06.59	10.6	6	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-11-28	X06.00.06.59	37.819688	6	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-11-28	X06.00.06.59	12.555563	6	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-11-28	X06.00.06.59	26.1	6	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-11-29	X06.00.06.59	23.954063	6	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-11-29	X06.00.06.59	39.480216	6	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-11-29	X06.00.06.59	35	6	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-11-30	X06.00.06.59	19.89	6	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-11-30	X06.00.06.59	8.366231	6	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-11-30	X06.00.06.59	7.4	6	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-12-01	X06.00.06.59	39.158438	6	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-12-01	X06.00.06.59	7.870416	6	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-12-01	X06.00.06.59	8.9	6	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-12-02	X06.00.06.59	34.377188	6	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-12-02	X06.00.06.59	0.842456	6	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-12-02	X06.00.06.59	3.2	6	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-12-03	X06.00.06.59	80.085938	6	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-12-03	X06.00.06.59	2.265356	6	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-12-03	X06.00.06.59	8.3	6	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-12-04	X06.00.06.59	54.171563	6	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-12-04	X06.00.06.59	51.21675	6	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-12-04	X06.00.06.59	4.2	6	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-12-05	X06.00.06.59	36.098438	6	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-12-05	X06.00.06.59	3.02175	6	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-12-05	X06.00.06.59	-0.2	6	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-12-06	X06.00.06.59	33.420938	6	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-12-06	X06.00.06.59	0.945731	6	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-12-06	X06.00.06.59	4.1	6	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-12-07	X06.00.06.59	6.980625	6	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-12-07	X06.00.06.59	0.440831	6	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-12-07	X06.00.06.59	0.3	6	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-12-08	X06.00.06.59	55.558125	6	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-12-08	X06.00.06.59	0.746831	6	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-12-08	X06.00.06.59	6.1	6	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-12-09	X06.00.06.59	27.1575	6	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-12-09	X06.00.06.59	1.049006	6	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-12-09	X06.00.06.59	10.1	6	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-12-10	X06.00.06.59	21.515625	6	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-12-10	X06.00.06.59	0.240019	6	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-12-10	X06.00.06.59	6	6	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-12-11	X06.00.06.59	36.480938	6	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-12-11	X06.00.06.59	-0.019125	6	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-12-11	X06.00.06.59	NA	6	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-12-12	X06.00.06.59	66.507188	6	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-12-12	X06.00.06.59	0.437006	6	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-12-12	X06.00.06.59	NA	6	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-12-13	X06.00.06.59	23.52375	6	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-12-13	X06.00.06.59	0.641644	6	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-12-13	X06.00.06.59	2.1	6	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-12-14	X06.00.06.59	1.625625	6	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-12-14	X06.00.06.59	0.437006	6	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-12-14	X06.00.06.59	2.2	6	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-12-15	X06.00.06.59	61.5825	6	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-12-15	X06.00.06.59	0.140569	6	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-12-15	X06.00.06.59	5.6	6	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-12-16	X06.00.06.59	12.574688	6	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-12-16	X06.00.06.59	0.594788	6	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-12-16	X06.00.06.59	7.9	6	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-12-17	X06.00.06.59	83.19375	6	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-12-17	X06.00.06.59	0.692325	6	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-12-17	X06.00.06.59	6.3	6	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-12-18	X06.00.06.59	60.387188	6	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-12-18	X06.00.06.59	-0.067894	6	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-12-18	X06.00.06.59	-1.6	6	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-12-19	X06.00.06.59	27.73125	6	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-12-19	X06.00.06.59	0.035381	6	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-12-19	X06.00.06.59	1.7	6	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-12-20	X06.00.06.59	1.864688	6	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-12-20	X06.00.06.59	-0.216113	6	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-12-20	X06.00.06.59	19.2	6	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-12-21	X06.00.06.59	2.390625	6	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-12-21	X06.00.06.59	-0.471431	6	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-12-21	X06.00.06.59	3.9	6	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-12-22	X06.00.06.59	30.886875	6	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-12-22	X06.00.06.59	-0.418838	6	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-12-22	X06.00.06.59	9	6	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-12-23	X06.00.06.59	77.551875	6	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-12-23	X06.00.06.59	-0.518288	6	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-12-23	X06.00.06.59	9.7	6	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-12-24	X06.00.06.59	42.983438	6	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-12-24	X06.00.06.59	0.286875	6	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-12-24	X06.00.06.59	1.8	6	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-12-25	X06.00.06.59	8.893125	6	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-12-25	X06.00.06.59	-0.216113	6	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-12-25	X06.00.06.59	10	6	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-12-26	X06.00.06.59	62.73	6	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-12-26	X06.00.06.59	-0.2142	6	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-12-26	X06.00.06.59	5.5	6	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-12-27	X06.00.06.59	42.361875	6	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-12-27	X06.00.06.59	-0.218025	6	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-12-27	X06.00.06.59	6.9	6	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-12-28	X06.00.06.59	19.411875	6	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-12-28	X06.00.06.59	7.487438	6	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-12-28	X06.00.06.59	3.1	6	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-12-29	X06.00.06.59	58.665938	6	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-12-29	X06.00.06.59	1.097775	6	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-12-29	X06.00.06.59	7.3	6	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-12-30	X06.00.06.59	67.224375	6	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-12-30	X06.00.06.59	0.594788	6	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-12-30	X06.00.06.59	12.1	6	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-12-31	X06.00.06.59	24.049688	6	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-12-31	X06.00.06.59	1.3005	6	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-12-31	X06.00.06.59	16.5	6	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2015-01-01	X06.00.06.59	3.825	6	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2015-01-01	X06.00.06.59	4.39875	6	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2015-01-01	X06.00.06.59	5.6	6	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2015-01-02	X06.00.06.59	9.18	6	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2015-01-02	X06.00.06.59	3.25125	6	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2015-01-02	X06.00.06.59	0	6	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2015-01-03	X06.00.06.59	17.02125	6	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2015-01-03	X06.00.06.59	7.45875	6	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2015-01-03	X06.00.06.59	0.1	6	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2015-01-04	X06.00.06.59	28.11375	6	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2015-01-04	X06.00.06.59	3.4425	6	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2015-01-04	X06.00.06.59	3	6	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2015-01-05	X06.00.06.59	22.75875	6	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2015-01-05	X06.00.06.59	4.01625	6	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2015-01-05	X06.00.06.59	6.4	6	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2015-01-06	X06.00.06.59	17.595	6	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2015-01-06	X06.00.06.59	3.63375	6	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2015-01-06	X06.00.06.59	8.1	6	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2015-01-07	X06.00.06.59	17.02125	6	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2015-01-07	X06.00.06.59	3.25125	6	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2015-01-07	X06.00.06.59	6.8	6	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2015-01-08	X06.00.06.59	37.29375	6	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2015-01-08	X06.00.06.59	3.25125	6	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2015-01-08	X06.00.06.59	5.3	6	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2015-01-09	X06.00.06.59	19.125	6	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2015-01-09	X06.00.06.59	3.06	6	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2015-01-09	X06.00.06.59	7.7	6	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2015-01-10	X06.00.06.59	8.98875	6	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2015-01-10	X06.00.06.59	2.6775	6	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2015-01-10	X06.00.06.59	3.5	6	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2015-01-11	X06.00.06.59	9.75375	6	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2015-01-11	X06.00.06.59	3.06	6	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2015-01-11	X06.00.06.59	3.2	6	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2015-01-12	X06.00.06.59	13.005	6	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2015-01-12	X06.00.06.59	2.86875	6	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2015-01-12	X06.00.06.59	0	6	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2015-01-13	X06.00.06.59	38.6325	6	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2015-01-13	X06.00.06.59	2.86875	6	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2015-01-13	X06.00.06.59	9.7	6	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2015-01-14	X06.00.06.59	27.9225	6	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2015-01-14	X06.00.06.59	3.825	6	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2015-01-14	X06.00.06.59	4.4	6	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2015-01-15	X06.00.06.59	12.43125	6	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2015-01-15	X06.00.06.59	2.6775	6	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2015-01-15	X06.00.06.59	13.1	6	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2015-01-16	X06.00.06.59	34.61625	6	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2015-01-16	X06.00.06.59	2.86875	6	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2015-01-16	X06.00.06.59	13.4	6	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2015-01-17	X06.00.06.59	48.00375	6	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2015-01-17	X06.00.06.59	3.06	6	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2015-01-17	X06.00.06.59	3.1	6	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2015-01-18	X06.00.06.59	4.01625	6	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2015-01-18	X06.00.06.59	3.4425	6	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2015-01-18	X06.00.06.59	4.6	6	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2015-01-19	X06.00.06.59	38.6325	6	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2015-01-19	X06.00.06.59	3.25125	6	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2015-01-19	X06.00.06.59	5.5	6	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2015-01-20	X06.00.06.59	77.6475	6	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2015-01-20	X06.00.06.59	10.51875	6	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2015-01-20	X06.00.06.59	8.7	6	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2015-01-21	X06.00.06.59	93.90375	6	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2015-01-21	X06.00.06.59	6.69375	6	2014-07-01
